country,prime,area_2000_ha,area_2010_ha,area_2016_ha,area_2023_ha
Switzerland,Nero d'Avola,,,0.05000000075,0.05000000075
Switzerland,Noah,,,0.01009999961,0.01009999961
Switzerland,Nobling,0.15,,0.4691000115,0.4691000115
Switzerland,Olivette de Laconnex,,,0.005200000014,0.005200000014
Switzerland,Ontario,,,0.006000000052,0.006000000052
Switzerland,Ortega,,,0.150000006,0.150000006
Switzerland,Palomino Fino,,,0.07930000126,0.07930000126
Switzerland,Passerina,,,0.003000000026,0.003000000026
Switzerland,Persan,,,0.2433000058,0.2433000058
Switzerland,Petit Verdot,,,1.801699944,1.801699944
Switzerland,Phoenix,,,0.1296000034,0.1296000034
Switzerland,Pinorico,,,0.315200001,0.315200001
Switzerland,Pinot Blanc,77.38,105.1,111.2277983,112.4008
Switzerland,Pinot Gris,148.77,216.28,229.6853998,234.2394
Switzerland,Pinot Meunier,,,0.173299998,0.173299998
Switzerland,Pinot Noir,4601.2,4402.15,4208.514159,3764.0437
Switzerland,Pinot Noir Précoce,,,1.018000022,1.018000022
Switzerland,Pinotage,,,1.319200017,1.319200017
Switzerland,Pinotin,,,0.1641000062,0.1641000062
Switzerland,Piroso,,,0.2079999987,0.2079999987
Switzerland,Plantet,1.06,,0.2099999934,0.2099999934
Switzerland,Prior,,,1.201399982,5.9609
Switzerland,Rebo,,,0.200000003,0.200000003
Switzerland,Refosco,,,0.1299999952,0.1299999952
Switzerland,Regent,16.46,40.9,38.10530045,28.5321
Switzerland,Reichensteiner,,,0.2670000028,0.2670000028
Switzerland,Reze,0.7,,,
Switzerland,Riesling,8.02,12.34,19.28779987,34.093
Switzerland,Rondo,,,0.7836000323,0.7836000323
Switzerland,Roter Milan,,,0.1650000066,0.1650000066
Switzerland,Rouge de Fully,,,0.6457999945,0.6457999945
Switzerland,Rouge du Pays,,,135.6627037,161.4538
Switzerland,Roussanne,,,3.071,4.3102
Switzerland,Räuschling,23.27,22.86,23.15309967,27.2602
Switzerland,Réselle,,,1.087400019,1.087400019
Switzerland,Sangiovese,,,0.1269000005,0.1269000005
Switzerland,Sankt Laurent,,,2.483600028,2.483600028
Switzerland,Saphira,,,0.4870000035,0.4870000035
Switzerland,Satin Noir,,,0.04960000142,0.04960000142
Switzerland,Sauvignac,,,2.085400045,23.5272
Switzerland,Sauvignon Blanc,37.52,130.68,169.7159002,213.4697
Switzerland,Sauvignon Blanc (G),,5.46,7.495699942,10.8801
Switzerland,Sauvignonasse,,,0.2365999948,0.2365999948
Switzerland,Savagnin Blanc,16.87,85.7,126.8902012,225.5409
Switzerland,Scheurebe,,4.93,6.752299933,7.3211
Switzerland,Schiava Grossa,,,0.05750000104,0.05750000104
Switzerland,Scuppernong,,,0.1000000015,0.1000000015
Switzerland,Seibel,,,1.014999986,1.014999986
Switzerland,Seyval Blanc,1.96,7.49,8.055799993,10.9923
Switzerland,Siegerrebe,,,0.1190000027,0.1190000027
Switzerland,Silvaner,208.4,241.06,250.2308004,318.3852
Switzerland,Siramé,,,0.3351999968,0.3351999968
Switzerland,Solaris,,12.11,19.6146998,33.9625
Switzerland,Soreli,,,0.07649999857,0.07649999857
Switzerland,Souvignier Gris,,,2.991300024,34.5929
Switzerland,Syrah,54.18,181.02,193.561205,208.1992
Switzerland,Sémillon,3.34,4.56,4.004399985,3.0121
Switzerland,Tannat,,,0.07299999893,0.07299999893
Switzerland,Tedi's Best,,,0.07699999958,0.07699999958
Switzerland,Teinturier,,,0.01810000092,0.01810000092
Switzerland,Tempranillo,,,0.2393000051,0.2393000051
Switzerland,Tinta Barroca,,,0.03929999843,0.03929999843
Switzerland,Tinto Cão,,,0.03929999843,0.03929999843
Switzerland,Touriga Nacional,,,0.3093000054,0.3093000054
Switzerland,Tribidrag,,,0.5500000119,0.5500000119
Switzerland,Triomphe,,,0.140999997,0.140999997
Switzerland,Trousseau,,,0.2668000013,0.2668000013
Switzerland,UD 31103,,,0.09189999849,0.09189999849
Switzerland,VB 32-7,,,3.237500045,5.8075
Switzerland,VB 91-26-25,,,0.7602999732,0.7602999732
Switzerland,VB 91-26-26,,,0.3307000026,0.3307000026
Switzerland,VB 91-26-27,,,0.266699994,0.266699994
Switzerland,VB Cal 1-14,,,0.05260000005,0.05260000005
Switzerland,VB Cal 1-29,,,0.01080000028,0.01080000028
Switzerland,VB Cal 1-33,,,0.01080000028,0.01080000028
Switzerland,VB Cal 6-04 N5,,,0.3975000083,0.3975000083
Switzerland,VB Jura 25,,,0.04960000142,0.04960000142
Switzerland,Vidal,,,0.961499989,0.961499989
Switzerland,Viognier,,31.05,44.48039996,56.1647
Switzerland,Würzer,,,0.3289999962,0.3289999962
Switzerland,Zalagyöngye,,,0.01559999958,0.01559999958
Switzerland,Zweigelt,,15.23,18.81599969,20.6373
Switzerland,other,,,,100.7473
Switzerland,other red,118.69,134.9,84.45469999,
Switzerland,other white,76.45,57.88,13.31340004,
Taiwan,Black Queen,226.62416,226.62416,94,94
Taiwan,Golden Muscat,1189.77684,1189.77684,49.63,49.63000107
Taiwan,Italia,113.31208,113.31208,,
Taiwan,Kyoho (4N),1303.08892,1303.08892,,
Taiwan,Musann Blanc,,,5,5
Thailand,Black Queen,,16.99681,18.008527,18.00852776
Thailand,Cabernet Sauvignon,,6.920131,7.0010678,7.001067638
Thailand,Chenin Blanc,,13.19276,16.18744,16.18744087
Thailand,Colombard,,11.12887,14.568696,14.56869602
Thailand,Dornfelder,,1.861556,2.9137392,2.913739204
Thailand,Durif,,,0.5260918,0.526091814
Thailand,Garnacha Roja (Gris),,5.665604,5.1799808,5.179980755
Thailand,Malaga Blanc,,16.18744,54.025581,54.02558136
Thailand,Muscat,,,3.1970194,3.197019339
Thailand,Muscat Blanc à Petits Grains,,3.261769,,
Thailand,Pinot Noir,,0.522045,0.5260918,0.526091814
Thailand,Sangiovese,,2.104367,2.1448358,2.144835711
Thailand,Syrah,,66.16616,74.4217554,74.42175293
Thailand,Tempranillo,,4.245156,3.7635798,3.763579845
Thailand,Verdelho,,,1.0521836,1.052183628
Thailand,Viognier,,0.5665604,1.2545266,1.254526615
Thailand,other red,,,1.588663325,1.58866334
Thailand,other white,,,1.203670075,1.203670025
Tunisia,Airén,,,85,130.8999939
Tunisia,Alicante Henri Bouschet,841.7874,841.7874,177.65,273.5809937
Tunisia,Cabernet Sauvignon,336.7149,336.7149,116.79,179.8565979
Tunisia,Cardinal,,,120.7,185.878006
Tunisia,Chardonnay,,,170,261.7999878
Tunisia,Cinsaut,841.7874,841.7874,626.11,964.2094116
Tunisia,Clairette,,,21.93,33.77220154
Tunisia,Garnacha Tinta,2020.29,2020.29,151.98,234.0491943
Tunisia,Italia,,,644.3,992.2219849
Tunisia,Mazuelo,7576.086,7576.086,237.83,366.2582092
Tunisia,Merlot,,,64.43,99.22219849
Tunisia,Monastrell,336.7149,336.7149,,
Tunisia,Muscat of Alexandria,,,404.6,623.0839844
Tunisia,Sangiovese,841.7874,841.7874,,
Tunisia,Sauvignon Blanc,,,85,130.8999939
Tunisia,Sultaniye,,,139.4,214.6759949
Tunisia,Syrah,336.7149,336.7149,66.98,103.1492004
Tunisia,Tribidrag,336.7149,336.7149,,
Tunisia,other red,3367.149,3367.149,144.2148717,222.0908966
Tunisia,other white,,,143.0851283,220.3511047
Turkiye,Adakarası,,68.75,88.6325,88.63249969
Turkiye,Alicante Henri Bouschet,,487.5,531.795,531.7949829
Turkiye,Boğazkere,,1106.25,1436.352971,1436.352967
Turkiye,Cabernet Franc,,22.5,37.23716071,37.23716116
Turkiye,Cabernet Sauvignon,,390.625,476.278825,476.2788243
Turkiye,Chaouch Blanc,,2.5,,
Turkiye,Chardonnay,,141.875,176.6894643,176.6894652
Turkiye,Cinsaut,,500,429.7333333,429.7333374
Turkiye,Côt,,12.75,20.65022143,20.65022111
Turkiye,Dimrit,,862.5,704.4557143,704.4557266
Turkiye,Emir,,687.5,88.6325,88.63249969
Turkiye,Gamay Noir,,206.25,227.9121429,227.9121399
Turkiye,Garnacha Tinta,,32.5,33.08946667,33.08946609
Turkiye,Kalecik Karası,,860.625,704.4844911,704.4845104
Turkiye,Karalahna,,3.75,4.143857143,4.143857002
Turkiye,Karasakiz,,3.75,4.143857143,4.143857002
Turkiye,Mazuelo,,83.75,129.5646,129.5646057
Turkiye,Merlot,,355,414.6724357,414.6724322
Turkiye,Monastrell,,4.375,6.7683,6.768300056
Turkiye,Muscat Blanc à Petits Grains,,113.75,129.0120857,129.012085
Turkiye,Narince,,768.75,786.8263857,786.8264048
Turkiye,Papazkarası,,175,204.0052747,204.0052795
Turkiye,Petit Verdot,,10,19.338,19.33799934
Turkiye,Pinot Noir,,2.875,10.15245,10.15244967
Turkiye,Riesling,,2.5,3.223,3.22300005
Turkiye,Sangiovese,,8.75,18.30203571,18.30203629
Turkiye,Sauvignon Blanc,,145.625,152.7986382,152.7986352
Turkiye,Sultaniye,,1750,2461.2,2461.199951
Turkiye,Syrah,,1366.5,1439.32883,1439.328845
Turkiye,Sémillon,,546.875,528.7734375,528.7734375
Turkiye,Tempranillo,,8.75,6.446,6.445999861
Turkiye,Vasilaki,,3.75,4.143857143,4.143857002
Turkiye,Viognier,,16.25,14.88719048,14.88718987
Turkiye,Çalkarası,,625,805.75,805.75
Turkiye,Çavuş,,,2.762571429,2.762571335
Turkiye,Öküzgözü,,1478.75,1601.338071,1601.338122
Turkmenistan,Terbash,,,,9875
Turkmenistan,other,,,,9874
Ukraine,Aligoté,,9626.5,4813.5,2888.176508
Ukraine,Bastardo Magarachsky,,1330.4,,
Ukraine,Cabernet Sauvignon,,4868.5,4935,2961.078439
Ukraine,Chardonnay,,2984.6,1500,900.0238417
Ukraine,Ekim Kara,,26.6,,
Ukraine,Gewürztraminer,,961.1,500,300.0079472
Ukraine,Isabella,,2396.2,1200,720.0190734
Ukraine,Kokur Bely,,918.3,,
Ukraine,Merlot,,2819.9,1400,840.0222522
Ukraine,Muscat Blanc à Petits Grains,,673.9,337.5,202.5053644
Ukraine,Odessky Cherny,,2426.3,1250,750.0198681
Ukraine,Pervenets Magaracha,,642.8,,
Ukraine,Pinot Blanc,,338.2,170,102.0027021
Ukraine,Pinot Gris,,685.4,,
Ukraine,Pinot Noir,,767.1,385,231.0061194
Ukraine,Podarok Magaracha,,212,,
Ukraine,Riesling,,2702,1350,810.0214575
Ukraine,Rkatsiteli,,11552.4,5775,2745
Ukraine,Saperavi,,1514.1,,720
Ukraine,Sauvignon Blanc,,3123.2,1550,930.0246364
Ukraine,Sukholimansky Bely,,1477.4,,
Ukraine,Tilki Kuyrugu,,245.7,,
United Kingdom,Acolon,,4,,
United Kingdom,Albalonga,41,,,
United Kingdom,Auxerrois,58,9,,
United Kingdom,Bacchus,112,116,126.891,1331
United Kingdom,Blauburger,105,,,
United Kingdom,Cabernet Dorsa,43,,,
United Kingdom,Cabernet Franc,,1,,
United Kingdom,Cabernet Sauvignon,,1,,
United Kingdom,Chardonnay,68,235,531.471,1157
United Kingdom,Dalkauer,100,,,
United Kingdom,Dornfelder,,14,12.873,
United Kingdom,Dunkelfelder,,2,,
United Kingdom,Ehrenfelser,34,,,
United Kingdom,Faberrebe,,4,,
United Kingdom,Gamay Noir,,1,,
United Kingdom,Gewürztraminer,,1,,
United Kingdom,Gutenborner,,2,,
United Kingdom,Huxelrebe,,17,3.678,
United Kingdom,Kerner,,11,,
United Kingdom,Léon Millot,,3,,
United Kingdom,Madeleine Sylvaner,,1,,
United Kingdom,Madeleine × Angevine 7672,,45,38.619,
United Kingdom,Merlot,,2,,
United Kingdom,Müller-Thurgau,,43,14.712,
United Kingdom,Optima,,1,,
United Kingdom,Orion,,10,,
United Kingdom,Ortega,,18,23.907,
United Kingdom,Perle,,1,,
United Kingdom,Phoenix,,21,,
United Kingdom,Pinot Blanc,,23,14.712,
United Kingdom,Pinot Gris,,9,44.136,379
United Kingdom,Pinot Meunier,,50,202.29,324
United Kingdom,Pinot Noir,,233,546.183,127
United Kingdom,Pinot Noir Précoce,,19,,110
United Kingdom,Regent,,19,25.746,
United Kingdom,Regner,,4,,
United Kingdom,Reichensteiner,,71,42.297,73
United Kingdom,Riesling,,1,,
United Kingdom,Rondo,,40,36.78,69
United Kingdom,Sauvignon Blanc,,3,,
United Kingdom,Scheurebe,,2,,
United Kingdom,Schönburger,,37,9.195,
United Kingdom,Seyval Blanc,85,85,77.238,67
United Kingdom,Siegerrebe,,12,,
United Kingdom,Solaris,,7,,66
United Kingdom,Triomphe,,15,,
United Kingdom,Würzer,,4,,
United Kingdom,Zweigelt,,1,,
United Kingdom,other,,,,506
United Kingdom,other red,52.00619195,,43.08967241,
United Kingdom,other white,174.993808,,45.18232759,
United States,Affenthaler,,,,0.4047
United States,Aglianico,,,31.4441022,13.67886
United States,Albillo Mayor,,,,0.2
United States,Alicante Henri Bouschet,562.513604,430.585882,380.40484,11.3316
United States,Aligoté,,,,0.4047
United States,Alvarinho,,22.318434,125.9382832,115.78467
United States,Amur,,,,0.8094
United States,Arandell,,,,41.2794
United States,Aravelle,,,,3.2376
United States,Aromella,,,2.832802,5.2611
United States,Arvine,,,,0.4047
United States,Aurore,298.658304,267.6188518,255.106318,569.8176
United States,Auxerrois,,,,3.2376
United States,Baco Blanc,,,,2.0235
United States,Baco Noir,111.693304,94.615587,25.16329406,31.5666
United States,Barbera,4693.143272,2797.999298,2130.57175,1845.368237
United States,Bianca,,,,0.4047
United States,Blanc du Bois,,28.32802,81.341886,84.46089
United States,Blaufränkisch,44.51546,21.893517,3.393231303,46.1358
United States,Bluebell,,,,40.47
United States,Brianna,,12.302738,20.76816209,5.8658
United States,Buffalo,,,,0.4047
United States,Băbească Neagră,,,,0.2
United States,Cabernet Diane,,0.404686,0.4189173937,
United States,Cabernet Dore,,1.214058,1.256752181,
United States,Cabernet Franc,1188.56285,2214.971966,2199.353852,986.6586
United States,Cabernet Sauvignon,17573.08542,34788.26491,40836.52929,46496.31924
United States,Caco,,,,0.2
United States,Canadice,,0.2428116,0.2513504362,43.7076
United States,Captivator,,,,0.2
United States,Carmenère,,22.257728,23.876474,0.4047
United States,Carmine,9.712464,,,
United States,Carnelian,624.8352,316.464444,123.42923,
United States,Catarratto Bianco,,68.391934,50.181064,
United States,Catawba,635.35708,633.49545,625.4362748,166.3317
United States,Cayuga White,107.64648,211.8126552,214.425913,115.9442
United States,Centurian,134.35576,33.993622,33.184252,
United States,Chambourcin,28.328014,311.110452,315.1006324,53.37993
United States,Champanel,,,1.3354638,4.16841
United States,Chancellor,26.709272,46.619831,33.78493652,32.1713
United States,Chardonel,,143.987288,90.37400422,9.1034
United States,Chardonnay,35790.83463,40846.44071,41392.19886,40190.22105
United States,Chelois,,0.9307778,0.9635100056,1.2141
United States,Chenin Blanc,8433.252118,3220.895944,1968.75361,1546.872444
United States,Cinsaut,32.779564,44.515456,44.920146,21.4491
United States,Colobel,,0.2428116,0.2513504362,4.4517
United States,Colombard,18009.7418,10025.28663,7991.334442,6500.066364
United States,Concord,8330.0565,8421.191971,8348.750154,4921.92093
United States,Corot Noir,,26.58787,11.14240002,45.5264
United States,Counoise,,,21.448358,
United States,Crimson Cabernet,,1.214058,1.256752181,3.2376
United States,Côt,96.719958,717.103634,1609.556686,2077.27146
United States,De Chaunac,66.773192,52.204494,49.09669363,35.6136
United States,Delaware,97.93401,75.43347,66.28792987,23.8773
United States,Diamond Muscat,,,,42.4935
United States,Diana,,,,0.4047
United States,Dolcetto,35.20768,42.49203,55.846668,14.3645
United States,Dornfelder,,0.6474976,29.40297383,1.2141
United States,Douce Noire,21.043668,33.588942,31.160822,
United States,Durif,923.493374,2865.176834,3698.091825,4626.978902
United States,Edelweiss,,31.509713,15.93971312,0.2
United States,Einset Seedless,,,,1.6188
United States,Elbling,,,395.782908,
United States,Elvira,274.781826,255.356866,231.075706,117.363
United States,Emerald Riesling,252.52402,60.29822,20.638986,
United States,Espirit,,,1.822636584,2.4282
United States,Everest,,,,0.2
United States,Fetească Neagră,,,,0.2
United States,Fredonia,12.94995,36.907364,28.46252291,11.3316
United States,Freisa,20.638984,,,
United States,Frontenac,,135.396976,148.4758001,21.8538
United States,Frontenac (G),,58.98737,66.1731352,15.1739
United States,Frontenac (W),,,0.04926044821,5.8658
United States,Furmint,,,,0.2
United States,GR 7,,31.970194,13.29355332,25.6961
United States,Gamay Noir,684.32409,,122.619858,84.7823
United States,Garnacha Blanca,,61.107588,106.432418,0.4047
United States,Garnacha Tinta,4519.128726,2666.071366,2212.545103,1960.91036
United States,Geisenheim 318- 57,,,,0.8094
United States,Gewürztraminer,727.625458,1143.502757,896.8188475,288.9558
United States,Golden Muscat,,0.8498406,0.4189173937,
United States,Graciano,,,,2.75196
United States,Grignolino,25.09053,,,
United States,Grüner Veltliner,,,60.298214,23.4726
United States,Hasansky Sladky,,,0.0858487384,
United States,Himrod,,0.4856232,0.5027008725,6.0705
United States,Iona,,,,0.8094
United States,Isabella,15.78275,,,7.2846
United States,Itasca,,,,12.141
United States,Ives,22.662414,15.782754,,10.1175
United States,Jacquez,,36.42174,87.816862,74.4648
United States,Jupiter,,,,1.4141
United States,Kay Gray,,1.250766,1.294751073,
United States,La Crescent,,77.436391,89.28031948,22.6585
United States,La Crosse,,25.104569,25.92153255,0.4
United States,Lagrein,,63.5357,,
United States,Lakemont Seedless,,,,1.2141
United States,Lambrusco,41.68266,37.6358,,
United States,Landot Noir,,2.428116,2.513504362,0.2
United States,Largrein,,,,0.8094
United States,Listán Prieto,339.936252,265.474008,199.914884,
United States,Lomanto,,,3.2779566,5.82768
United States,Louise Swenson,,2.931073,3.255820621,1.2141
United States,Léon Millot,12.14058,8.012783,4.363383171,14.9739
United States,Malvasia,,,,0.4047
United States,Malvasia Bianca di Candia,968.009,,486.027886,9.83421
United States,Malvasia Moscata,,554.419804,,
United States,Marquette,,87.610702,122.2074835,66.3708
United States,Marquis,,,1.214058,1.6188
United States,Mars,,1.9829614,1.675669575,1.2141
United States,Marsanne,15.378068,37.635798,52.204494,5.6658
United States,Maréchal Foch,63.5357,172.485672,110.1961032,54.6345
United States,Mazuelo,3087.753814,1440.682202,1086.177224,11.3316
United States,Melody,,,,5.0564
United States,Merlot,16874.59595,22729.22951,21250.83569,18002.61354
United States,Monastrell,187.369616,403.876624,514.8961804,99.9609
United States,Monbadon,656.40067,497.76376,,
United States,Montepulciano,,29.137392,58.274784,30.19062
United States,Montonico Bianco,9.712464,,,
United States,Moore's Diamond,19.020246,42.087344,23.94763097,
United States,Moscato Giallo,,,61.107586,
United States,Muscat Blanc à Petits Grains,515.16526,732.88637,1218.267544,49.17105
United States,Muscat Fleur d’Oranger,36.42174,91.054348,151.75725,13.3551
United States,Muscat Ottonel,,,,9.3081
United States,Muscat Swenson,,0.404686,0.4189173937,
United States,Muscat of Alexandria,2012.908048,1284.878044,1987.00826,1678.232804
United States,Muscat of Hamburg,16.996812,91.863724,113.31208,
United States,Muscato Gialio,,,,0.52611
United States,Müller-Thurgau,,,39.09812818,
United States,Nebbiolo,71.224738,68.391934,62.72633,8.9034
United States,Negroamaro,,,,1.90209
United States,Niagara,1356.5075,1209.525519,1196.305159,342.3762
United States,Noiret,,33.103315,24.95784757,18.0068
United States,Norton,,227.271642,250.4749344,
United States,Oberlin,,,,0.4047
United States,Palomino Fino,319.297276,134.760442,70.010678,
United States,Petit Manseng,,19.84175,31.565508,
United States,Petit Verdot,96.315274,852.823202,1218.920971,1432.752226
United States,Petite Amie,,,0.04926044821,
United States,Petite Pearl,,,1.557452954,14.7692
United States,Pinot Blanc,431.395318,269.116186,262.8456735,145.93482
United States,Pinot Gris,825.559474,5231.23846,7462.416032,9466.647008
United States,Pinot Meunier,80.12782,65.559132,76.485654,17.4021
United States,Pinot Noir,5343.068908,16776.42086,22997.68871,29215.77559
United States,Pinotage,,8.903092,20.2343,0.4047
United States,Piquepoul Blanc,,,,1.6188
United States,Prairie Star,,21.059946,20.4142906,0.2
United States,Red Muscadine,,,,16.188
United States,Regent,,,2.428116,3.6423
United States,Reliance,,3.5612368,3.35133915,0.4047
United States,Riesling,1965.155192,4852.298986,4951.942722,4348.581647
United States,Rkatsiteli,,,,6.8799
United States,Rougeon,36.421746,42.49203,21.448358,31.1619
United States,Roussanne,20.638986,140.021356,156.3329886,30.47391
United States,Royalty,338.317532,97.124644,93.07778,
United States,Rubired,4152.887216,4555.550412,4825.475864,3897.126283
United States,Ruby Cabernet,2894.718968,2430.544266,2114.039195,1422.147907
United States,Sabrevois,,9.89765,12.8855645,0.4
United States,Sagrantino,,,4.451546,10.9269
United States,Salvador,320.106674,42.896722,,
United States,Sangiovese,682.300598,852.187795,827.1271955,82.03034
United States,Saperavi,,,,11.7363
United States,Sauvignon Blanc,4191.332854,6584.354682,6747.434903,7619.464886
United States,Sauvignonasse,46.943574,47.348262,43.706088,5.6658
United States,Scheurebe,,,,0.4047
United States,Scuppernong,,,27.113962,4.8564
United States,Seyval Blanc,166.32595,258.837164,206.5227698,91.0575
United States,Sheridan,,,,0.8094
United States,Siegerrebe,,,,0.8094
United States,Somerset Seedless,,,,1.4141
United States,Sovereign Coronation,,,,0.2
United States,St Croix,,24.837808,27.08177672,9.5081
United States,St Pepin,,19.471949,24.14859703,0.4
United States,St Vincent,,22.945697,20.26498837,
United States,Steuben,,38.809385,34.66169437,5.2611
United States,Swenson Red,,11.269488,9.571209579,
United States,Symphony,184.132172,324.15349,646.688228,562.5135283
United States,Syrah,1508.6694,9197.108947,9082.54382,8731.487107
United States,Sémillon,708.605148,435.846838,339.9030837,6.1658
United States,Tannat,,75.259455,247.263146,51.88254
United States,Tempranillo,200.724262,413.993778,625.6732363,313.56156
United States,Teroldego,,32.37488,35.612368,4.047
United States,Thomcord,,,,1.2141
United States,Touriga Nacional,,84.984312,116.954254,16.9974
United States,Traminette,4.856232,239.8493,238.8824773,60.5003
United States,Trebbiano Toscano,151.35257,79.723148,88.3429538,15.90471
United States,Tribidrag,18630.12352,19857.1314,18550.63926,15353.9098
United States,Triplett Blanc,,244.02562,411.565662,
United States,Trousseau,27.518648,,,
United States,Turán,,,,0.2
United States,Valdiguié,,133.951074,,
