country,prime,area_2000_ha,area_2010_ha,area_2016_ha,area_2023_ha
France,Aranel,21.75,5.0234,4.746381965,4.746381965
France,Arbane,1.34,1.7285,1.319451052,14
France,Arinarnoa,148.85,156.1999,145.1117613,145.1117613
France,Arriloba,58.91,47.6133,46.33860424,46.33860424
France,Arrouya,,0.0169,0.01643125967,0.01643125967
France,Arrufiac,126,80.0869,8.633949016,8.633949016
France,Aspiran Bouschet,0.23,,,
France,Aubin Blanc,1.44,0.8642,0.6777191487,0.6777191487
France,Aubun,1411.44,552.8595,537.0073774,537.0073774
France,Auxerrois,1997.38,2365.3299,2408.643829,2528.4409
France,Baco Blanc,2136.57,738.625,527.5454886,918.2486
France,Baco Noir,6.23,7.3607,4.732761153,4.732761153
France,Baleille,1.47,,,
France,Barbarossa,16.21,,,
France,Barbaroux,79.25,29.9503,29.20828571,29.20828571
France,Bariadorgia,0.29,,,
France,Baroque,168.55,94.0009,83.39681658,49.0678
France,Beclan,0.18,0.251,0.06498001231,0.06498001231
France,Bellandais,1.52,,,
France,Biancu Gentile,1,8.808,5.410673513,144.0507
France,Blanc Dame,0.22,0.1845,0.1793826869,0.1793826869
France,Blanqueiro,0.58,,,
France,Blauer Portugieser,232.02,27.526,25.9493143,25.9493143
France,Boiziau,1.35,,,
France,Bouchales,108.24,95.3485,92.56022904,92.56022904
France,Bouillet,2.18,0.7588,0.7377538366,0.7377538366
France,Bourboulenc,771.96,581.7221,499,124.2403
France,Bousquet Precoce,15.9,5.6805,0.06813681256,0.06813681256
France,Braquet Noir,8.21,12.1742,11.87258598,11.87258598
France,Brun Argente,13.89,11.2262,10.92573644,10.92573644
France,Burdin,0.15,0.0725,0.0449471074,0.0449471074
France,Béquignol Noir,1.09,0.6852,0.1846347224,0.1846347224
France,Cabernet Franc,36094.17,36301.8334,32326.65185,28958.5309
France,Cabernet Malbec,34.12,,,
France,Cabernet Sauvignon,53413.43,54434.1595,46554.52211,47714.7627
France,Caladoc,1426.66,2463.6573,3062,3335.1635
France,Calitor Noir,84.89,26.3127,25.65384568,25.65384568
France,Camaralet de Lasseube,0.38,4.4502,4.326768745,4.326768745
France,Canner Seedless,,0.0563,0.05451042726,0.05451042726
France,Cardinal,,207.9253,202.2335905,202.2335905
France,Carignan Bouschet,15.52,1.456,1.409719043,1.409719043
France,Carla,,0.1083,0.1048575359,0.1048575359
France,Carmenère,4.74,29.1366,28.31591677,28.31591677
France,Castel,0.12,,,
France,Castets,0.05,0.032,0.01094658704,0.01094658704
France,Cep Rouge,0.1,,,
France,Cesar,8.28,10.3871,10.56112782,10.56112782
France,Chambourcin,229.14,725.3441,592.3883738,184.3504
France,Chardonnay,36497.15,45243.0365,47451.02066,64034.6554
France,Chasan,913.5,749.2136,549.4998621,39.9309
France,Chasselas,943.08,2362.1643,540.7588844,218.7518
France,Chasselas (R),11.11,88.4693,80.6121163,80.6121163
France,Chatus,15.12,65.3794,61.86986454,61.86986454
France,Chelois,,0.5492,0.558401421,0.558401421
France,Chenanson,635.83,465.7919,451.0414368,451.0414368
France,Chenin Blanc,9836.9,9824.5115,9431.556873,10489.2712
France,Chenivesse,1.48,,,
France,Cinsaut,31592.91,19505.1687,15929.71877,21799.9551
France,Clairette,3274.14,2561.2499,2042.238281,2000.7366
France,Clarin,10.94,5.9827,5.792756042,5.792756042
France,Claverie,3.45,0.7681,0.6538418492,0.6538418492
France,Codivarta,2.58,2.1859,1.342778296,1.342778296
France,Colobel,2.84,9.0585,7.634825181,7.634825181
France,Colombard,6895.54,8173.3543,8441.269619,12610.9286
France,Couderc Noir,314.45,206.7351,198.4943906,198.4943906
France,Counoise,637.92,407.9008,396.112049,396.112049
France,Courbu Blanc,47.43,43.391,32.402649,32.402649
France,Courbu Noir,1.56,1.3655,1.325251018,1.325251018
France,Crouchen,0.55,0.4276,0.4157400376,0.4157400376
France,Csaba Gyöngye,,0.5561,0.5305909075,0.5305909075
France,Côt,6129.34,6122.7744,6100.389102,7874.3186
France,Damaschino,1.4,,,
France,Danam,,0.2745,0.2676993028,0.2676993028
France,Danlas,,255.331,203.2255448,14.126
France,Danuta,,2.0401,1.975291887,1.975291887
France,Dattier de St. Vallier,,0.416,0.4027768693,0.4027768693
France,Delhro,,0.19,0.1839605893,0.1839605893
France,Dolcetto,0.34,,,
France,Douce Noire,0.71,0.2186,0.2068656548,0.2068656548
France,Duras,971.62,892.4597,785,816.9668
France,Durif,0.02,,,
France,Ederena,0.48,0.83,0.8069790252,0.8069790252
France,Egiodola,315.26,247.9025,225.8667486,225.8667486
France,Ekigaina,5.06,2.4841,2.374953843,2.374953843
France,Elbling,0.53,0.2739,0.1299641212,0.1299641212
France,Enfarine Noir,,0.039,0.02449602052,0.02449602052
France,Etraire de l'Adui,7.5,4.7859,4.528995138,4.528995138
France,Exalta,,3.6108,3.150797494,3.150797494
France,Fer,1277.84,1591.6756,1501.554117,1208.1881
France,Feunate,0.05,,,
France,Florental,0.6,25.5409,11.34970392,11.34970392
France,Folignan,,50.7629,51.04916645,51.04916645
France,Folle Blanche,2604.22,1728.3013,1553.979766,890.8187
France,Fontan,0.2,,,
France,Frühroter Veltliner,0.46,5.3189,5.033383948,5.033383948
France,Fuella Nera,3.91,20.1734,19.67360698,19.67360698
France,Gaillard,,0.08,0.02451748556,0.02451748556
France,Gamaret,,6.0067,5.705484858,33.4458
France,Gamay Noir,34537.39,29698.1686,24094.52878,21326.1292
France,Gamay Teinturier Freaux,76.56,48.5339,43.10042489,43.10042489
France,Gamay Teinturier de Bouze,308.4,268.1718,254.7182377,254.7182377
France,Gamay Teinturier de Chaudenay,266.63,157.2585,142.0103169,142.0103169
France,Ganson,28.4,3.2424,3.147394818,3.147394818
France,Garanoir,,0.1539,0.1456387203,0.1456387203
France,Garnacha Blanca,6460.55,5003.8682,5130.419319,6608.7277
France,Garnacha Peluda,564.09,407.2638,394.342007,394.342007
France,Garnacha Roja (Gris),2634.67,1635.4356,1253.420659,1054.4362
France,Garnacha Tinta,95717.32,90990.6097,78631.25372,87643.4344
France,Garonnet,6.6,14.2598,9.517272651,9.517272651
France,Gascon,0.02,0.9993,0.9606844794,0.9606844794
France,Genouillet,,,,6.0843
France,Gewürztraminer,2758.53,3168.2826,3320.222852,3280.6867
France,Goldriesling,0.04,,,
France,Gouget Noir,0.71,9.6885,3.314250268,3.314250268
France,Graciano,6.81,10.1134,10.0918114,10.0918114
France,Graisse,22.09,13.6509,1.156370749,1.156370749
France,Gramon,13.5,2.8547,2.77051607,2.77051607
France,Grand Noir,3.98,0.4136,0.4033531207,0.4033531207
France,Grassen,0.91,0.0675,0.06582769741,0.06582769741
France,Greco,0.55,,,
France,Gringet,74.11,25.2821,15.49210546,15.49210546
France,Grolleau Noir,3006.08,2759.0522,1949.007982,2576.4127
France,Gros Manseng,2159.54,2959.4766,3046.135141,3325.4585
France,Guillemot,0.1,,,
France,Gänsfüsser,,0.0412,0.01066604186,0.01066604186
France,Ignea,,0.731,0.7128895823,0.7128895823
France,Isa,,9.4929,4.606465468,4.606465468
France,Italia,,138.4062,75.14796918,75.14796918
France,Jacquere,1086.36,1013.311,620.9263028,821.3236
France,Jaoumet,,0.125,0.1210267035,0.1210267035
France,Joannes Seyve,2.52,0.8938,0.8690094611,0.8690094611
France,Joubertin,0.09,,,
France,Jurançon Blanc,23.71,7.0122,1.935595058,1.935595058
France,Jurançon Noir,1293.65,663.0424,605.2164105,138.3065
France,Jurie,0.03,,,
France,Knipperlé,2.01,0.1449,0.1504987455,0.1504987455
France,Königin der Weingärten,,0.137,0.1191573908,0.1191573908
France,Lacoste,1.05,,,
France,Landal,15.78,42.8701,37.15118388,37.15118388
France,Landot Noir,0.32,0.7735,0.5852113064,0.5852113064
France,Laska,1.07,,,
France,Lauzet,1.04,2.607,2.53469195,2.53469195
France,Len de l'El,733.97,629.4765,603,646.9734
France,Liliorila,2.59,3.527,1.219854752,1.219854752
France,Lival,,101.2131,98.50516687,98.50516687
France,Léon Millot,4.63,78.459,53.6483085,53.6483085
France,Macabeo,5222.99,2445.6396,1657.410556,1396.2199
France,Madeleine Royale,,0.338,0.3272562063,0.3272562063
France,Madeleines,,6.8843,6.696926288,6.696926288
France,Malegue,1.05,,,
France,Malingre Precoce,2.64,0.471,0.4374489305,0.4374489305
France,Maliverne,0.44,,,
France,Mammolo,639.12,789.7656,885,1497.2111
France,Manseng Noir,5.29,3.9156,3.789482608,4.8461
France,Marsanne,1198.18,1361.5171,1484.389824,1236.2783
France,Marselan,175.67,2598.8116,3662,6258.6362
France,Maréchal Foch,0.39,12.609,11.00565421,11.00565421
France,Mauzac Blanc,3310.19,1932.5551,1525.7547,1529.6148
France,Mauzac Noir,9.83,,,
France,Mazuelo,95745.09,47720.4956,31759.66226,30583.4205
France,Mazuelo (G),24.51,,,
France,Mazuelo (W),976.12,363.9613,352.5015624,32.0584
France,Mecle de Bourgoin,2.1,,,
France,Melon,13253.43,12304.5799,9549.605707,8593.0777
France,Menu Pineau,379.67,205.1965,197.3006734,148.6986
France,Merille,130.94,44.2979,42.19573052,42.19573052
France,Merlot,101308.78,114675.1798,108482.8444,116523.3354
France,Merlot Blanc,175.91,46.429,44.24833485,12.5689
France,Meslier Saint-Francois,54.6,15.0349,12.50875447,12.50875447
France,Milgranet,2.2,1.363,1.284927537,1.284927537
France,Mireille,,0.152,0.1482342223,0.1482342223
France,Molette,29.78,28.8072,17.65218002,17.65218002
France,Mollard,23.41,23.1946,22.61995719,22.61995719
France,Monastrell,7633.86,9257.4805,8754.212051,8187.9524
France,Monbadon,0.25,,,
France,Mondeuse Blanche,21.84,5.7283,3.569696998,11.317
France,Mondeuse Noire,215.01,295.8249,279.9451584,279.9451584
France,Monerac,1.5,3.1179,3.015421725,3.015421725
France,Montils,131.24,164.1957,165.1542253,165.1542253
France,Mornen Noir,0.89,,,
France,Morrastel Bouschet,0.75,,,
France,Mourvaison,8.81,2.7813,2.712393701,2.712393701
France,Mouyssagues,0.05,0.077,0.0533689929,0.0533689929
France,Muscadelle,2008.99,1565.9117,1412.394211,1453.8854
France,Muscardin,19.01,17.3141,16.86157881,16.86157881
France,Muscat Blanc à Petits Grains,6934.72,7671.3669,7333.009021,6738.892
France,Muscat Blanc à Petits Grains (R),235.87,428.0228,418.9422121,418.9422121
France,Muscat Ottonel,162.36,165.8235,172.1242348,172.1242348
France,Muscat of Alexandria,3027.15,2602.8959,2461.533518,1974.1615
France,Muscat of Hamburg,751.82,3441.0509,2324.571654,2453.1387
France,Müller-Thurgau,4.81,4.9661,2.392418985,2.392418985
France,Nebbiolo,,0.7325,0.7092164826,0.7092164826
France,Noir Fleurien,0.14,0.1747,0.05976152365,0.05976152365
France,Norton,0.25,,,
France,Noual,0.5,,,
France,Négrette,1319.42,1200.4266,1111.645606,400.042
France,Oberlin,0.14,64.1977,25.58500645,25.58500645
France,Oberlin White,0.9,,,
France,Odola,1.43,0.31,0.3014018046,0.3014018046
France,Oeillade Bousche,10.16,0.6764,0.6548996981,0.6548996981
France,Oeillade Noire,,18.2682,17.67109067,17.67109067
France,Ohanes,,14.9345,14.56336409,14.56336409
France,Olivette Blanche,,1.836,1.790513369,1.790513369
France,Olivette Noire,0.44,15.943,15.54563174,15.54563174
France,Ondenc,12.08,7.8454,0.5168149133,20.4685
France,Ora,,37.396,32.39605541,32.39605541
France,Palomino Fino,439.88,134.1953,41.23759212,41.23759212
France,Parraleta,10.53,1.9665,2.006101806,2.006101806
France,Pascal Blanc,0.15,0.029,0.02828152926,0.02828152926
France,Pascale,,0.1,0.1020138218,0.1020138218
France,Peloursin,0.49,,,
France,Perdea,13.28,2.4319,1.989032858,1.989032858
France,Perlaut,,1.1238,1.092285386,1.092285386
France,Perlette,,0.2803,0.271560104,0.271560104
France,Persan,2.88,9.0107,8.52700986,8.52700986
France,Petit Bouschet,0.55,,,
France,Petit Courbu,74.68,66.4048,1.120511169,1.120511169
France,Petit Manseng,612.62,1062.8998,1247.078018,470.0705
France,Petit Meslier,3.4,4.0566,2.823842365,32
France,Petit Verdot,401.03,896.4318,870.2806256,1451.9749
France,Picardan,,0.7922,0.7435769275,0.7435769275
France,Pineau d'Aunis,429.72,437.1472,413.3659231,347.2125
France,Pinot Blanc,1400.61,1279.5323,1180.694227,1346.2695
France,Pinot Gris,1969.04,2674.0354,2867.32239,2869.2616
France,Pinot Meunier,10621.44,11086.8833,12129.66283,20613
France,Pinot Noir,26525.97,30086.1353,31602.15071,43895.4752
France,Pinot Noir Précoce,1.32,,,
France,Piquepoul Blanc,975.49,1491.8051,1564.180767,2011.4537
France,Piquepoul Bousch,0.45,,,
France,Piquepoul Gris,9.4,1.5968,1.5478567,1.5478567
France,Piquepoul Noir,93.81,60.2871,58.42830893,58.42830893
France,Plant Droit,39.59,19.0794,18.57934331,18.57934331
France,Plantet,207.94,1059.6041,420.187217,231.4494
France,Portan,367.73,264.3114,255.6347484,255.6347484
France,Pougnet,0.37,,,
France,Poulsard,295.13,307.2249,90.25385707,90.25385707
France,Poulsard Blanc,13.61,0.025,0.01826581996,0.01826581996
France,Prima,,83.5348,81.15517377,81.15517377
France,Provareau,1.91,,,
France,Prunelard,2.19,20.459,19.28711114,19.28711114
France,Putzscheere,0.04,,,
France,Raffiat de Moncade,16.39,6.5674,6.385245844,6.385245844
France,Raisaine,1.12,,,
France,Ravat,0.88,0.719,0.6964116426,0.6964116426
France,Ravat Blanc,2.06,6.5251,6.080252654,6.080252654
France,Rayon d'Or,0.8,5.8451,5.599664362,1.2941
France,Ribol,,146.5879,140.9167995,140.9167995
France,Riesling,3407.39,3513.3265,4025.098003,3589.363
France,Romorantin,80.74,72.2891,69.48752069,69.48752069
France,Rose du Var,129.28,55.7604,54.37894427,54.37894427
France,Roublot,0.45,,,
France,Roussanne,759.5,1457.0853,1831.152722,2238.4354
France,Roussette d'Ayze,2.65,1.2608,0.7725800693,0.7725800693
France,Rubilande,2.62,7.717,6.755909739,6.755909739
France,Sacy,63.4,9.688,8.347122638,8.347122638
France,Saint Macaire,0.52,,,
France,Saint-Pierre Dore,0.5,0.391,0.2333891866,0.2333891866
France,Sangiovese,1563.94,1511.4289,1503,1667.0847
France,Sauvignon Blanc,20932.91,27930.5665,28084.01147,33953.3013
France,Sauvignon Blanc (G),63.12,553.0207,815.535067,294.1712
France,Savagnin Blanc,412.68,482.7806,484.4520725,484.4520725
France,Savagnin Rose,35.31,45.2596,47.00837143,47.00837143
France,Scimiscia,,0.267,0.164015648,0.164015648
France,Segalin,53.91,64.7201,60.98600274,53.1923
France,Seibel,2,0.8861,0.7268262252,0.7268262252
France,Seibel White,37.05,0.1062,0.06507614479,0.06507614479
France,Seinoir,14.64,86.9992,49.53349477,49.53349477
France,Select,7.58,7.0059,7.046798344,7.046798344
France,Semebat,2.24,1.6703,1.422144055,1.422144055
France,Servanin,0.27,,,
France,Servant,98.22,129.0093,124.9178596,124.9178596
France,Seyval Blanc,3.86,104.7099,105.5093042,105.5093042
France,Sicilien,,4.7655,4.647435437,4.647435437
France,Silvaner,1934.16,1345.9047,1027.499565,899.5444
France,Sulima,,0.054,0.02945579326,0.02945579326
France,Sultaniye,,1.3706,1.2606818,1.2606818
France,Syrah,50676.29,67382.441,62211.41505,69091.9938
France,Sémillon,14015.17,11565.863,10233.60086,10303.1479
France,Tannat,2760.26,2863.3607,2512.716673,2224.0634
France,Taylor,0.15,,,
France,Teinturier,1.49,,,
France,Tempranillo,1548.68,679.9975,658.4562315,658.4562315
France,Teoulier Noir,0.63,0.05,0.04876125734,0.04876125734
France,Terras 20,13.21,0.15,0.1458395829,0.1458395829
France,Terret,2703.23,1390.1386,872.0039009,867.3791
France,Terret Gris,261.83,78.2091,75.67727756,75.67727756
France,Terret Noir,369.73,143.3018,138.7648676,138.7648676
France,Tibouren,457.04,443.064,432.0871544,465.4637
France,Torbato,29.19,32.4884,31.45571164,31.45571164
France,Trebbiano Toscano,90341.39,83444.5966,78841.98187,106615.613
France,Tressot,0.21,0.3393,0.3449847089,0.3449847089
France,Tribidrag,1.49,1.5,1.452320442,1.452320442
France,Trousseau,126.2,171.9578,44.517211,44.517211
France,Valais Noir,4.04,,,
France,Valdiguié,79.06,133.8047,126.4747644,126.4747644
France,Valentino Nero,0.17,,,
France,Valerien,2.02,24.2357,22.50930158,22.50930158
France,Varousset,11.57,4.6947,4.533050619,4.533050619
France,Verdelho l'Anjou,,0.1554,0.1443302841,0.1443302841
France,Verdesse,3.52,2.6311,1.612258423,1.612258423
France,Vermentino,2634.37,3825.0508,4641.739613,8130.5016
France,Vidal,0.2,,,
France,Vidal Noir,0.42,,,
France,Villard Blanc,739.78,274.024,222.7287554,222.7287554
France,Villard Noir,600.7,1264.9697,762.7205285,322.9166
France,Viognier,2359.54,4822.588,8822.726229,6823.3287
France,other red,665.5427619,3761.53506,41277.60196,
France,other white,1238.447238,3023.482087,16588.81898,
Georgia,Aladasturi,46,59.0088,59.0088,
Georgia,Aleksandrouli,219,280.9332,280.9332,336
Georgia,Aligoté,97,124.4316,124.4316,
Georgia,Cabernet Franc,,,,36
Georgia,Cabernet Sauvignon,223,286.0644,286.0644,201
Georgia,Chardonnay,,,,113
Georgia,Chinuri,955,1225.074,1225.074,203
Georgia,Chkhaveri,20,25.656,25.656,84
Georgia,Dzelshavi Obchuri,,,,8
Georgia,Goruli Mtsvane,224,287.3472,287.3472,126
Georgia,Isabella,,,,31
Georgia,Khikhvi,5,6.414,6.414,314
Georgia,Kisi,20,25.656,25.656,764
Georgia,Krakhuna,36,46.1808,46.1808,57
Georgia,Merlot,,,,69
Georgia,Moldova,,,,8
Georgia,Moscato Rosa del Trentino,,,,93
Georgia,Mtsvane Kakhuri,249,319.4172,319.4172,1116
Georgia,Mujuretuli,,,,195
Georgia,Muscat,,,,36
Georgia,Ojaleshi,25,32.07,32.07,81
Georgia,Otskhanuri Sapere,5,6.414,6.414,40
Georgia,Pinot Blanc,171,219.3588,219.3588,
Georgia,Pinot Noir,,,,50
Georgia,Rachuli Mtsvane,,,,4
Georgia,Rkatsiteli,19741,25323.75,25323.75,18845
Georgia,Rkatsiteli Vardisperi,,,,17
Georgia,Saperavi,3704,4751.491,4751.491,17533
Georgia,Saperavi Budeshuriseburi,,,,37
Georgia,Sauvignon Blanc,,,,34
Georgia,Shavkapito,,,,109
Georgia,Syrah,,,,18
Georgia,Tavkveri,29,37.2012,37.2012,48
Georgia,Trebbiano Toscano,,,,92
Georgia,Tsitska,2839,3641.869,3641.869,253
Georgia,Tskhvedianis Tetra,,,,2
Georgia,Tsolikouri,6161,7903.331,7903.331,768
Georgia,Tsulukidzis Tetra,152,194.9856,194.9856,36
Georgia,Usakhelouri,8,10.2624,10.2624,43
Georgia,other,,,,6843
Georgia,other red,303.7872755,389.6983462,389.6983462,
Georgia,other white,2186.212725,2804.473654,2803.385454,
Germany,Accent,,,1,1
Germany,Acolon,,481,469,469
Germany,Albalonga,16,15,12,12
Germany,André,,5,5,
Germany,Arnsburger,3,,1,1
Germany,Auxerrois,77,190,213,213
Germany,Bacchus,3280,1976,1610,1614
Germany,Baron,,,1,1
Germany,Blauburger,,2,2,2
Germany,Blauer Portugieser,4877,4202,3177,2548
Germany,Blaufränkisch,1117,1749,1737,1859
Germany,Bronner,,3,4,4
Germany,Cabernet Carbon,,,10,10
Germany,Cabernet Carol,,,6,6
Germany,Cabernet Cortis,,,34,34
Germany,Cabernet Cubin,,60,59,59
Germany,Cabernet Dorio,,36,34,34
Germany,Cabernet Dorsa,,229,242,242
Germany,Cabernet Franc,,15,32,32
Germany,Cabernet Mitos,,320,308,308
Germany,Cabernet Sauvignon,,295,329,329
Germany,Chardonnay,530,1228,1485,2375
Germany,Chasselas,1198,1132,1046,1098
Germany,Dakapo,,38,53,53
Germany,Deckrot,29,2,12,12
Germany,Domina,185,406,374,374
Germany,Dornfelder,3766,8000,7761,7331
Germany,Dunkelfelder,281,327,265,265
Germany,Ehrenbreitsteiner,13,10,8,8
Germany,Ehrenfelser,254,84,49,49
Germany,Elbling,1042,565,489,489
Germany,Elbling (R),4,9,10,10
Germany,Faberrebe,1585,550,331,331
Germany,Fontanara,2,,1,1
Germany,Freisamer,16,4,1,1
Germany,Frühroter Veltliner,6,4,4,4
Germany,Gewürztraminer,,,824,1119
Germany,Goldriesling,10,21,24,24
Germany,Grüner Veltliner,,,14,14
Germany,Hegel,10,9,7,7
Germany,Helfensteiner,26,19,14,14
Germany,Helios,,,6,6
Germany,Heroldrebe,199,134,112,112
Germany,Hibernal,,,1,1
Germany,Huxelrebe,1291,613,462,462
Germany,Hölder,12,5,2,2
Germany,Johanniter,,75,92,92
Germany,Juwel,42,22,15,15
Germany,Kanzler,52,33,28,28
Germany,Kerner,6846,3602,2646,2220
Germany,Mariensteiner,9,,2,2
Germany,Merlot,,471,553,788
Germany,Merzling,5,,1,1
Germany,Monarch,,,8,8
Germany,Morio-Muskat,1165,487,362,362
Germany,Muscat Blanc à Petits Grains,86,190,240,240
Germany,Muscat Blanc à Petits Grains (R),,,5,5
Germany,Muscat Ottonel,7,,12,12
Germany,Muscat of Hamburg,,64,86,86
Germany,Müller-Thurgau,20691,13638,11664,11449
Germany,Neronet,,,6,6
Germany,Nobling,101,1,52,52
Germany,Optima,239,58,32,32
Germany,Orion,8,3,1,1
Germany,Ortega,1053,620,482,482
Germany,Osteiner,3,,,
Germany,Palas,,,7,7
Germany,Perle,122,33,18,18
Germany,Phoenix,24,46,46,46
Germany,Pinot Blanc,2388,3939,4323,5915
Germany,Pinot Gris,2635,4514,4887,7347
Germany,Pinot Meunier,2289,2301,2002,1738
Germany,Pinot Noir,8637,11724,11184,11637
Germany,Pinot Noir Précoce,79,254,250,250
Germany,Piroso,,,4,4
Germany,Prinzipal,,,2,2
Germany,Prior,,,13,13
Germany,Reberger,,,2,2
Germany,Regent,324,2117,1902,1718
Germany,Regner,151,42,21,21
Germany,Reichensteiner,252,99,58,58
Germany,Rieslaner,70,84,73,73
Germany,Riesling,22349,22429,21540,24150
Germany,Rondo,,,9,9
Germany,Rotberger,26,16,10,10
Germany,Rubinet,,,15,15
Germany,Sankt Laurent,184,657,633,592
Germany,Saphira,,,8,8
Germany,Sauvignon Blanc,,518,736,1648
Germany,Savagnin Rose,848,839,,
Germany,Scheurebe,3125,1655,1266,1419
Germany,Schiava Grossa,2529,2431,2197,2040
Germany,Schönburger,37,19,12,12
Germany,Septimer,,,1,1
Germany,Siegerrebe,168,101,80,80
Germany,Silcher,8,,1,1
Germany,Silvaner,6860,5186,4627,4581
Germany,Silvaner (R),2,38,25,25
Germany,Sirius,2,,,
Germany,Solaris,,61,91,91
Germany,Staufer,4,,,
Germany,Syrah,,,46,46
Germany,Tauberschwarz,7,11,16,16
Germany,Teinturier,,,1,1
Germany,Würzer,107,65,53,53
Germany,Zalagyöngye,,,1,1
Germany,Zweigelt,38,102,108,108
Germany,other red,558.7905824,316.334827,80,
Germany,other white,273.2094176,535.6787497,225,
Greece,Agiorgitiko,2319.54,2905.3,3269.999353,3151
Greece,Alicante Henri Bouschet,20.75,56.4,60.17036431,
Greece,Asirtiko Red,21.7,4.8,5.107185597,
Greece,Asprouda,433.01,112.7,120.0239949,
Greece,Assyrtiko,1106.2,902,1770,2153
Greece,Athiri,1350.12,747.5,577.2953037,572
Greece,Batili,26.63,,,
Greece,Batily,38.36,54.1,1.09424183,
Greece,Cabernet Franc,39.94,22.6,9.501845013,
Greece,Cabernet Sauvignon,687.55,1549.8,1929,1844
Greece,Chardonnay,36.13,586.2,673.4272875,751
Greece,Cinsaut,108.06,42.6,4.436556854,
Greece,Debina,454.89,238.8,14.17949494,
Greece,Dimyat,91.43,9,5.813340364,
Greece,Fokiano,162.42,262.4,211.7885506,1071
Greece,Fokiano (W),57.37,,,
Greece,Garnacha Roja (Gris),0.74,645,114.2873808,
Greece,Garnacha Tinta,21.96,,,
Greece,Goustolidi,112.4,68,18.66743725,
Greece,Kakotrygis,,103.3,28.35803336,
Greece,Kotsifali,1147.71,2330.4,1338,1296
Greece,Krassato,38.45,51.8,4.52193675,
Greece,Liatiko,2476.23,1210.9,2633.399441,2577
Greece,Liatiko (W),69.71,,,
Greece,Limnio,94.9,372,176.039251,
Greece,Limnio (W),27.48,,,
Greece,Malagousia,22.8,182.4,125.6869945,753
Greece,Mandilaria,845.26,884.6,932,887
Greece,Mavro Messenikola,3.19,,,
Greece,Mavrodafni,536.94,344.7,324.272194,535
Greece,Mavrouda,349.08,520.1,1658.490598,1617
Greece,Mazuelo,13.62,16.2,0.5768076713,
Greece,Merlot,183.37,1248.1,1393,1599
Greece,Monemvassia,418.35,480.7,81.48279232,
Greece,Moschofilero,717.51,1111.2,1087.613227,1824
Greece,Moschomavro,2294.92,1427.7,112.7975968,
Greece,Muscat Blanc à Petits Grains,2232.03,2161.8,1568.438076,1688
Greece,Muscat of Alexandria,,,773,879
Greece,Muscat of Hamburg,,,2288,2433
Greece,Negoska,96.13,142.5,16.88806903,
Greece,Pamid,15.12,22.3,23.16320401,
Greece,Razaki,,,,902
Greece,Refosco dal Peduncolo Rosso,,5.3,5.012176865,
Greece,Riesling,,1.5,1.290903079,
Greece,Robola,359.15,470.6,152.0420409,
Greece,Roditis,299.05,4668.3,8463.454658,9060
Greece,Roditis (R),6944.89,3826.1,827.9761719,
Greece,Romeiko,382.39,1597,1131,1141
Greece,Sauvignon Blanc,158.23,256.3,727.4706902,995
Greece,Savatiano,12746.95,9919.6,10267.65054,10336
Greece,Silvaner,,0.3,0.2581806158,
Greece,Stavroto,104.16,11,0.2224890968,
Greece,Syrah,38.75,641.2,1042,1155
Greece,Sémillon,21.13,8.1,11.00444714,
Greece,Tempranillo,,18.9,21.66169984,
Greece,Thrapsathiri,,31.2,26.85078404,
Greece,Trebbiano Toscano,745.62,298.4,210.8745307,
Greece,Verdeca,,0.3,0.3222978954,
Greece,Vertzami,491.36,239.1,60.12813202,
Greece,Vilana,506.35,579,650.0045556,568
Greece,Vilana (R),59.78,,,
Greece,Xinomavro,1815.62,1970.9,2134.503045,2167
Greece,Xinomavro (W),2.75,,,
Greece,other red,4396.48,6011.9,704.5230331,
Greece,other white,3170.59,3016.7,1056.229065,
Hungary,Acolon,,5.3654,5.25,0.7
Hungary,Agasfark,,,0.048,0.048
Hungary,Aletta,,722.9594,1676.0987,2041.1684
Hungary,Alicante Henri Bouschet,,21.2118,13.9428,9.3104
Hungary,Aligoté,,0.1981,0.1981,0.1981
Hungary,Andor,,,0.584,0.5548
Hungary,Arany Sárfehér,2913.739,1133.1561,586.2266,156.8748
Hungary,Augster Blau,,,0.096,0.096
Hungary,Augster Weiss,,0.6171,0.6774,0.4046
Hungary,Bacchus,,0.3,0.3,0.27
Hungary,Backa,,,,29.2352
Hungary,Bakator Kék,,2.5556,2.3841,2.3841
Hungary,Bakator Roz,,1.9087,1.497,1.3174
Hungary,Barbera,,,,0.904
Hungary,Bequignol Gris,,2.6887,2.151,2.6186
Hungary,Bianca,,2922.3804,4897.9567,5472.9144
Hungary,Blauburger,,435.359,452.6146,423.5856
Hungary,Blauer Portugieser,1254.527,1216.4959,1023.23385,693.7751
Hungary,Blaufränkisch,6920.13,7997.8302,7260.1911,6811.2534
Hungary,Borsmenta,,,1,2.3767
Hungary,Bouvier,,9.5817,7.4804,3.2578
Hungary,Budai Zöld,,6.1511,5.9627,5.4452
Hungary,Bácska,,,7.1715,
Hungary,Bíborkadarka,202.343,135.7295,109.3473,61.5357
Hungary,Cabernet Cortis,,,,0.1155
Hungary,Cabernet Dorsa,,0.84,1.84,2.0506
Hungary,Cabernet Franc,526.0918,1352.4088,1367.57914,1347.0414
Hungary,Cabernet Mitos,,2,1.2,1.3
Hungary,Cabernet Sauvignon,1052.184,2863.1955,2676.61373,2034.3481
