prime,area_2000_ha,area_2010_ha,area_2016_ha,area_2023_ha
Mavrud,647.4976,1296,1193.412048,1266
Mayolet,3.87,7.3,5.750153286,
Mazuelo,127621.3265,75635.3593,47629.98437,43601.87593
Mazuelo (G),24.51,,,
Mazuelo (W),1034.52,3013.9613,354.6480168,56.0584
Mazzese,79.82,75.96,57.23168095,
Mechta,,,18.7640157,18.7640152
Mecle de Bourgoin,2.1,,,
Mediana,,,,1.14
Medina,,159.4734,123.7173,100.6529
Medna,,,,9.42
Megrabuir,,,,732.41635
Mejsko Belo,,,,0.19
Mekuja Bijela,,,,0.28
Melara,12.94,2.81,1.499820046,
Melhorio,,0.06,0.06120165989,0.06120165989
Melody,,,,5.0564
Melon,13253.43,12305.5799,9550.659707,8594.1317
Mencía,13137.53,10658.3135,11050.58292,11628.6993
Menoir,,65.3538,60.7731,50.2308
Menu Pineau,379.67,205.1965,197.3006734,148.6986
Mergeritar,,,0.2061957088,0.2061957121
Merille,130.94,44.2979,42.19573052,42.19573052
Merlan,,,,0.004800000228
Merlese,,14.49,7.731329632,
Merlot,213428.027,267882.6914,266813.2691,257778.2562
Merlot Blanc,175.91,46.429,44.24833485,12.5689
Merlot Kanthus,,,,3.919456894
Merlot Khorus,,,0.1870000064,6.633905205
Merseguera,7459.98,3946,2372.573275,1871
Merzling,5,,1,1.807495126
Meslier Saint-Francois,54.6,15.0349,12.50875447,12.50875447
Messiás,,,,0.466
Meszi Kadarka,,,0.4794,4.6682
Michele Palieri,24.46,1,0.6885,39.0735
Michurinets,,0.4048583,0.404686,
Miguel del Arco,1267.18,468,,
Milagh,,,,106.498
Milgranet,2.2,1.363,1.284927537,1.284927537
Milia,,1.36,,
Millot-Foch,,,126.4494464,126.4494479
Mindelo,,0.53,0.5292576028,0.5292576028
Minella Bianca,72.91,65.25,19.15857276,
Minnesota Muscat,,,0.3237488,0.3237487972
Miorita,,,7.520639343,
Mireille,,0.152,0.1482342223,0.1482342223
Misket,3763.58,,,
Misket Cherven,,4159,4349.354218,4101
Misket Varnenski,,336,,
Mladinka,,,,5.77
Moldova,,,12374.51023,12431.30977
Molette,29.78,28.8072,17.65218002,17.65218002
Molinara,1636.82,717.2908333,608.5624794,866.4137484
Molinera,,,,0.1
Mollard,23.41,23.1946,22.61995719,22.61995719
Monarch,,,9.614300013,18.86312871
Monastrell,76290.87994,69334.59978,52206.19638,44051.33682
Monbadon,656.65067,497.76376,,
Mondet,,0.33,0.3325530367,0.3325530367
Mondeuse Blanche,21.84,5.7283,6.752796924,14.5304
Mondeuse Noire,1403.977,303.2549,282.3235927,284.2752584
Monemvassia,418.35,480.7,81.48279232,
Monerac,1.5,3.1179,3.015421725,3.015421725
Moneu,,,,29
Monica Nera,2834.92,1403.57,1202.958902,1759
Monstruosa,2.24,1,,
Montepulciano,28728.2977,34949.25399,32901.1978,30889.13899
Montils,131.24,164.1957,165.1542253,165.1542253
Montonico Bianco,656.372464,734.42,567.3182464,
Montreal Blues,,,0.6,0.6000000238
Montu,1091.25,,,
Monvedro,13.72,5.66,3.994511538,3.994511538
Moore's Diamond,19.020246,42.087344,23.94763097,
Moradella,,5.77,1.371876832,
Morava,,,34.11089132,17.61
Moravia Agria,1092.2,550,221.6787,125
Morenillo,38.85,,,13
Moribel,,,,1
Morio-Muskat,1165,487,439.96,362.15
Morisca,,,,202
Moristel,,147,247.0797551,186
Mornen Noir,0.89,,,
Morokanela,,,,16.94
Morone,21.95,12.85,7.27606551,
Morrastel Bouschet,0.75,,,
MosGiallo,,,,46.82
Moscadet,,3.71,3.089437859,3.089437859
Moscargo,,0.15,0.1469200107,0.1469200107
Moscatel Lilaz,,0.01,0.01020027665,0.01020027665
Moscatello Selvatico,105.26,34.75,4.948646546,19.18
Moscato Embrapa,,861.7928333,682.7998544,1024.199829
Moscato Giallo,541.891,1467.4653,1539.852699,1434.548766
Moscato Nazareno,,67.534,39.99477382,59.9921608
Moscato Rosa del Trentino,93.14,81.11720833,38.62113731,101.82
Moscato di Scanzo,72.61,53.18,9.50018231,
Moscato di Terracina,229.31,138.43,22.16642393,
Moschofilero,717.51,1111.2,1087.613227,1824.41
Moschomavro,2294.92,1427.7,112.7975968,
Mostosa,94.87,23.79,15.64821738,
Mourisco de Semente,,60.16,61.05741249,61.05741249
Mourisco de Trevoes,,1.97,1.987957208,1.987957208
Mourvaison,8.81,2.7813,2.712393701,2.712393701
Mouyssagues,0.05,0.077,0.0533689929,0.0533689929
Mskhali,1092.652,1092.652,,96.714
Mtsvane Kakhuri,249,319.4172,319.4172,1116.58
Mujuretuli,,,,195.04
Musann Blanc,,,5,5
Muscadelle,2206.99,1633.2117,1530.365793,1594.924474
Muscardin,19.01,17.3141,16.86157881,16.86157881
Muscaris,,,4.217500091,214.0085045
Muscat,,,743.9868618,1227.167921
Muscat Bailey A,1371.723894,1422.04719,1821.388278,1197
Muscat Blanc à Petits Grains,30105.34813,31259.21477,33793.59409,36052.15493
Muscat Blanc à Petits Grains (G),10442.3673,8767.2222,8257.775,5111.0144
Muscat Blanc à Petits Grains (R),793.7621072,1088.25015,1432.228846,1060.434721
Muscat Blanc à Petits Grains Noir,,,,1.05
Muscat Bleu,,,2.65150005,7.464523177
Muscat Donskoj,,,,0.0005000000237
Muscat Fleur d’Oranger,36.42174,91.054348,267.5486093,14.64200148
Muscat Madam Mathiasz,,,,0.093
Muscat Morawsky,,,,0.07999999821
Muscat Odesskiy,,,,2.069339984
Muscat Ottonel,12642.85,10326.5789,12464.1045,13493.26518
Muscat Swenson,,24.481606,36.66259555,
Muscat Timpuriu de Bucuresti,,,14.58154194,14.58154202
Muscat Yantarnyi,,,683.464338,683.4643555
Muscat de Bugeac,,,1.591006089,1.591006041
Muscat of Alexandria,29468.31215,27647.97444,34954.48695,30218.45907
Muscat of Alexandria (R),,,2.77,
Muscat of Hamburg,7067.648712,8140.266324,7645.459016,7325.199406
Muscatin,,,0.1400000006,0.1400000006
Muscato Gialio,,,,0.52611
Muskat Moravsky,,513.57,,462.8191
Muskat Ottonel,,,,317.69
Muskat Yerevanyan,,,,0.02
Muskat Zhemchuzhnyi,,,1.440483222,1.440483212
Muskat de Yaloven,20,32.26,15.66486436,15.66486431
Mustoasă de Măderat,,255,282,288.323
Muškat D’Adda,,,,0.03
Mátrai Muskotály,,66.7269,49.4507,11.8051
Mézes Fehér,,2.3356,0.5856,1.2806
Müller-Thurgau,36861.91762,22841.4185,19500.69487,18353.00393
Naia,,0.46,0.29162297,0.29162297
Naparo,0.31,1,0.00318,0.00318
Narince,536.8816295,768.75,786.8263857,786.8264048
Nascetta,,21.08,17.01532253,
Nasco,166.06,141.4,91.09752696,
Nebbiera,19.58,12.15,8.681644713,
Nebbiolo,5252.660107,6101.967441,7995.705022,7364.190271
Negoska,96.13,142.5,16.88806903,
Negotinski Rubin,,,,0.03
Negramoll,3556.695025,3194.65,3007.035084,1838.234
Negretto,279.88,75.49,35.18045011,
Negroamaro,16618.87,11491.6,11430.73275,10852.10439
Negru Aromat,,,0.6761331125,
Negru de Drăgăşani,,,18,62.186
Negru de Yaloven,15,15,141.2902484,141.2902527
Nehelescol,,,6.08,
Nektár,,21.2419,22.3465,16.7811
Neoplanta,,,,8.47
Ner d'Ala,7.77,30.13,10.0209123,
Nerello Cappuccio,1501.13,508.06,124.8313716,752
Nerello Mascalese,4167.18,2883.32,1804.959298,2990
Neretta Cuneese,373.92,131.56,119.4600206,
Neretto di Bairo,52.51,33.95,18.57259318,
Nerkeni,,,,53.3
Nero Buono di Cori,113.78,134.84,57.89418934,
Nero d'Avola,11323.247,16649.3286,14257.79516,20192.49898
Nero di Troia,1765.38,2572.48,2512.305743,1586
Neronet,,72.02,6,39.5376
Neuburger,2527.6162,963.87,578.4373913,589.8173576
Nevado,,,,30.401
Nevoeira,,0.38,0.3872049034,0.3872049034
New York Muscat,,4.871795,12.2954254,14.29542506
New York Muscat and VG4111,,,2.034492907,2.03449288
Neyret,75.82,40.91,12.45917891,
Niagara,15342.82247,4669.627408,3264.460647,2751.732816
Niagara Red,,,468.5283607,702.7925415
Nieddera,58.19,106.73,90.7572609,
Nigheddu Polchinu,,,,11
Nigra,7.17,2.5,1.097648284,
Nincusa,,16.55,,13.64
Noah,259.75,563,199.959316,199.9593187
Nobling,101.15,1,52.46910001,52.46910001
Nocera,26.94,14.78,5.034297715,
Noir Fleurien,0.14,0.1747,0.05976152365,0.05976152365
Noiret,,33.103315,24.95784757,18.0068
Noria,,1.36,,
Norton,0.25,329.4926142,327.3127915,115.8567825
Nosiola,191.31,79.26,64.71267859,
Nosztori Rizling,,0.6209,0.191,0.013
Notardomenico,13.13,9.66,9.215427715,
Noual,0.5,,,
Nouvelle,,,428.14,
Novac,,,74,73.235
Nuragus,3185.85,1345.32,1008.26545,1355
Négrette,1319.42,1201.9591,1111.645606,400.042
Oberlin,0.14,64.1977,25.58500645,25.98970645
Oberlin White,0.9,,,
Odessky Cherny,1694.485721,2685.9257,2508.0376,2103.832801
Odola,1.43,0.31,0.3014018046,0.3014018046
Odysseus,,4.4393,25.2084,21.181
Oeillade Bousche,10.16,0.6764,0.6548996981,0.6548996981
Oeillade Noire,,18.2682,17.67109067,33.42109067
Ofthalmo,,141,105,69.406
Ohanes,0.45,15.9345,14.81806409,14.81806409
Ojaleshi,25,32.07,32.07,81
Okanagan Riesling,,,0.5,0.5
Olivette Blanche,,1.836,1.790513369,1.790513369
Olivette Noire,0.44,15.943,15.54563174,17.57563174
Olivette de Laconnex,,,0.005200000014,0.005200000014
Ondenc,12.08,7.8454,0.5168149133,20.4685
Onitskanskii Belyi,5,71,489.738986,423.7389832
Ontario,,,0.006000000052,0.156000006
Opsimos Edessis,,,,0.4
Optima,239,64.672065,37.66965086,36.93754145
Opuzenska Rana,,,,0.002
Ora,,37.73308333,32.39605541,33.54605541
Oraniensteiner,,2.619433,2.1043672,2.00724256
Orelo Belo,,,,0.51
Original,,,4.836732741,4.836732864
Orion,8,13,1,1.0216
Orpheus,,0.325,1.5468,1.1468
Orpicchio,,0.5,0.02048325831,
Ortega,1053,666.70445,532.1794813,504.3887117
Ortrugo,485.02,610.89,709.3251647,677
Osceola,,,,0.53
Osceola Muscat,,,7.049203,7.049203157
Oseleta,,14.74,16.04239864,
Osennii Ciornai,,,8.114625924,8.114625931
Osteiner,3,,0.7,0.67
Otskhanuri Sapere,5,6.414,6.414,40
Ovidiopolsky,,,,0.1272000074
Padeiro,,86.01,87.68715122,87.68715122
Palarusa,,,,2.5
Palas,,,7,7
Palatina,,5.9377,3.1876,1.566699611
Palava,,229.52,,1.945300006
Pallagrello Bianco,,54.52,5.595038157,
Pallagrello Nero,,169.27,106.6046277,
Palomino Fino,28880.93838,22412.52564,23177.2229,14217.26096
Palot,3.63,,,
Pamid,22718.0058,9826.7036,9961.374101,8838.749
Pampanaro,,4.58,0.7532000259,
Pampanuto,277.45,355.73,32.50386235,
Pamyati Negrulya,,,123.1262622,123.1262589
Pannon Frankos,,15.97,12.1139,9.2499
Panonia,,,10.22994946,28.6454
Panse Valenciano,648.93,1,,
Paolina,,1.4,0.1204639096,
Papazkarası,122.2169563,175,204.0052747,204.0052795
Pardillo,7272,4364,3283.163325,1133
Parellada,11188.17,8847,7137.346638,9351
Parraleta,166.68,347.7265,211.3926845,175.7680244
Parreira Matias,,0.7,0.6856267165,0.6856267165
Pascal Blanc,0.15,0.029,0.02828152926,0.02828152926
Pascale,1572.78,375.24,289.252912,0.1020138218
Pasiga,,,,3.247
Passau,11.97,5.17,3.419855537,
Passerina,715.33,894.21,932.5489051,2030.003
Patagonia,29.148,39.5238,,17.38
Patorra,,9.86,10.05503912,10.05503912
Patrizia Rosa,10.45,153.2003889,,411.5455
Pavana,68.55,31.98,19.78456799,
Pe Comprido,,1.06,0.5738677408,0.5738677408
Pecorello,16.38,33.75,9.187294872,
Pecorino,166.1256173,1227.72,1741.999856,2995.55
Pecsi Szagos,,1.0524,0.7635,1.1835
Pedral,179.02,151.29,80.09481868,76.37591868
Pedro Giménez,14862.0256,13501.9026,15576.09,9557.7711
Pedro Ximénez,17271.61838,9234.94,8794.806387,7161.441764
Pelaverga,27.54,54.78,46.10084743,
Pelaverga Piccolo,23.72,5.78,5.677895931,
Peloursin,0.49,,,
Pelso,,0.668,0.6767,0.3967
Pepella,,2.91,0.2004343439,
Perdea,13.28,2.4319,1.989032858,1.989032858
Perera,24.72,3.8,1.883022723,
Pergolin,,,,1.299409787
Perigo,,4.01,4.358263983,4.358263983
Perla dei Vivi,,0.74,0.5769553187,
Perlaut,,1.1238,1.092285386,1.092285386
Perle,122,34,18,18
Perlette,14.38178261,1.2803,2.239560104,10.5885601
Perlita,1.25,1,,
Perlon,,,,2.252
Perola,67.61,,,
Perricone,579.63,228.44,79.71584499,
Perruno,2831,1509,744.5084,293
Persan,2.88,12.0107,11.59454796,8.770309865
Pervenets Magaracha,2836.56734,2880.8,2755.356787,2058.020657
Pervomaisky,64,64,,
Perła Zali,,,,0.008099999977
Petit Bouschet,0.55,15.39,120.4625057,120.4625057
Petit Courbu,74.68,102.4048,1.120511169,118.1205112
Petit Manseng,612.62,1108.92955,1299.477541,504.7995
Petit Meslier,3.4,4.0566,2.823842365,32.31624776
Petit Milo,,,,9.6719954
Petit Rouge,100.33,83.88,68.16482741,
Petit Verdot,1530.431879,6541.558401,8152.705174,9605.972687
Petite Amie,,,0.04926044821,
Petite Milo,,,5.6251354,5.625135422
Petite Pearl,,,10.88322595,24.129473
Petra,,,,1.43
Pexem,,3.48,2.83850571,2.83850571
Phoenix,24,67,46.1296,48.99618504
Picapoll Blanco,34.17,37,40.04373736,74
Picardan,,0.7922,0.7435769275,0.7435769275
Piccola Nera,17.19,17.19,5.54505655,5.740180224
Picolit,92.85,127.57,121.0670702,8.7047737
Piculit Neri,126.17,21.73,8.197034894,
Piedirosso,896.14,698.61,592.6404345,1123
Pignola Valtellinese,69.94,48.56,27.78282838,
Pignoletto,6009.44,1707.25,1174.124104,2330.1
Pignolo,18.43,93.41,50.16143049,
Pineau d'Aunis,429.72,437.1472,413.3659231,347.2125
Pinella,66.21,71.59,127.6808478,73.02181138
Pinorico,,,0.315200001,0.315200001
Pinot Blanc,19875.54258,14717.01355,13773.83187,16458.00618
Pinot Gris,19079.44488,43495.09558,48932.34502,67930.44855
Pinot Kors,,,,2.103735118
Pinot Meunier,13125.24782,13534.59948,14640.18739,23037.14174
Pinot Noir,69187.1242,98622.53922,105884.7001,131982.5671
Pinot Noir Précoce,80.32,273,251.088,367.8452256
Pinot Nova,,,,0.009999999776
Pinot Regina,,,,4.4336
Pinotage,6505.8333,6330.654141,7130.499315,6628.496166
Pinotin,,,0.1641000062,12.02027948
Pione (4N),,,,11.1
Pionnier,,,1.4,1.399999976
Piquepoul Blanc,975.49,1491.8051,1564.230767,2013.0725
Piquepoul Bousch,0.45,,,
Piquepoul Gris,9.4,1.5968,1.5478567,1.5478567
Piquepoul Noir,103.44,69.8471,69.17145129,80.06112987
Pirene,,,,8
Piroso,,,4.207999999,4.207999999
Planinka,,,,0.2047155201
Plant Droit,39.59,19.0794,18.57934331,18.57934331
Planta Fina,,,,134
Planta Mula,1.18,24,10.69146,10.69146
Planta Nova,2029.13,1394.83,887.8864934,759.6003134
Plantet,209,1059.6041,420.397217,232.8094
Plassa,40.74,91.18,85.67976376,
Plavac Mali,6539.321,1569.1,1714,500
Plavac Mali Crni,,,,1274.64
Plavaie,,60.37,152,139.9649
Plavec Žuti,,12.99,82.202,82.72125165
Plavina,,643.39,683,508.82
Pleskunaca,,,,0.17
Podarok Magaracha,148.0571128,504,292,173.0155577
Podarok Zaporozju,,,31.03657809,31.03657722
Pollera Nera,19.23,54.37,32.29683838,
Portan,367.73,264.3114,255.6347484,255.6347484
Portland,8.659944333,12.4,39.009475,12.2
Portugieser Rot,,,,167.67
Pougnet,0.37,,,
Poulsard,295.13,307.2249,90.25385707,90.25385707
Poulsard Blanc,13.61,0.025,0.01826581996,0.01826581996
Pozsonyi Fehér,,10.362,9.5687,6.9305
Pošip Bijeli,6539.321,252.53,,337.42
Praca,,166.33,169.3799467,169.3799467
Prairie Star,,21.059946,23.2142906,4.19929997
Prensal,113.64,105,128.949377,263
Preto Cardana,,4.74,4.643889166,4.643889166
Preto Martinho,427.92,163.4,162.5470686,162.5470686
Prezentabil,,,215.1103741,215.1103668
Prie,35.78,33.3,23.86775369,
Prieto Picudo,3256.1,4587,4293.07674,2825
Prima,,83.5348,81.15517377,100.6151738
Primavera,,39.78,38.96318683,38.96318683
Primetta,17.25,23.63,14.40881694,
Prinzipal,,,2,2
Prior,,,14.20139998,19.68589727
Probus,,,,15.55
Prodest,2.39,,,
Prokupac,15179.77,15179.77,1360.953951,758.74
Promara,,,,27.85
Promissao,,6.12,3.203914605,3.203914605
Prosecco,7507.438,18437.3235,20138.97139,41990.10944
Prosecco Lungo,,1366.68,1450.157959,
Provareau,1.91,,,
Prunelard,2.19,20.459,19.28711114,19.28711114
Prunesta,92.45,36.18,30.87567397,
Prč Bijeli,,,,6.16
Pugnitello,,28.46,14.72390798,
Pules,,,,150
Purcsin,,,0.3011,0.3011
Putzscheere,0.04,,,
Pálava,,,,837.5191
Pátria,,2.9166,4.7964,4.816
Pölöskei Muskotály,,102.8935,207.0298468,204.1825617
Quagliano,8.27,9.14,9.018994095,
Quebranta,230.4662605,345,330,330
Querol,,,,2
Quiebratinajas Tinto,6.23,5,8.69048,8.69048
Rabigato,1133.24,1272.65,1969,1738.64
Rabigato Moreno,,0.89,0.9078246217,5.907824622
Rabo de Anho,,99.35,85.72625753,85.72625753
Rabo de Lobo,,3.25,3.183266898,3.183266898
Rabo de Ovelha,2330.13,908.16,563.3061384,563.3061384
Raboso Piave,1333.6524,776.1899,664.767072,805.4181
Raboso Veronese,306.55,276.87,295.4710266,
Rachuli Mtsvane,,,,4
Radisson,,,7.7,7.699999809
Radmilovački Muscat,,,,0.02
Raffiat de Moncade,16.39,6.5674,6.385245844,6.385245844
Raisaine,1.12,,,
Rambella,,6.08,6.347682668,
Ramisco,71.59,33.74,32.80066798,32.80066798
Ranfol,,133.55,,140.1520041
Ranna Melnishka Loza,,249,,
Rathay,,8.73,31.88,50.625
Ravat,0.88,0.719,0.6964116426,0.6964116426
Ravat Blanc,2.06,6.5251,6.080252654,11.38022382
Rayada Melonera,,1.2,0.9713972082,0.9713972082
Rayon d'Or,0.8,5.8451,5.599664362,1.569098051
Razaki,,,,902
Reberger,,,2,3.01499807
Rebo,37.01,119.9008333,92.45792721,3.158649533
Recantina,,9.38,4.052703464,
Red Globe,2113.340026,242.17,242.17,2471.4385
Red Millennium,,,1.573355293,1.3
Red Muscadine,,,,16.188
Reform,,,,0.0005000000237
Refosco,,,1340.958534,1316.224149
Refosco dal Peduncolo Rosso,710.59,1082.18225,1272.012927,1058
Refosco di Faedis,255.66,217.44,184.6196333,
Refren,,,,0.001300000004
Refrén,,0.3939,0.3939,0.3939
Regent,340.46,2186.35,1974.040756,1868.29113
Regner,151,46,21,21
Reichensteiner,314.2,174.65587,119.5290605,138.2341776
Reliance,,3.5612368,3.87743095,0.930791814
Retagliado Bianco,25.83,28.35,10.99332104,
Reze,0.7,,,
Ribol,,146.5879,140.9167995,179.1567995
Ribolla Gialla,1406.486,1173.41,959.2799186,2050.165419
Riesel,,,,0.1787487353
Rieslaner,70,84,73,73
Rieslina,218.9687,174.4497,103.4,76.5641
Riesling,44483.34615,49767.44475,54491.77796,53420.8119
Riesling Forte,,,2.45450909,1
Riesling Rot,,,,5.990999943
Riesus,,115,115,
Rinot,,,,0.2199984415
Rio Grande,3.77,0.52,0.4881128609,0.4881128609
Ripolo,,1.15,1.112300841,
Riton,2,257,568.1685991,433.8523011
Rkatsiteli,67353.75951,58640.5054,51374.0107,44821.30904
Rkatsiteli Vardisperi,,,,17
Roal,,1.19,0.8043571164,0.8043571164
Robola,359.15,470.6,152.0420409,
Roditis,299.05,4668.3,8463.454658,9060
Roditis (R),6944.89,3826.1,827.9761719,
Rojal Tinta,2845.37,1801,736.149982,335
Rollo,117.4,50.55,15.094385,
Rome,1.58,297,172.143,119
Romeiko,382.39,1597,1131,1141
Romorantin,80.74,72.2891,69.48752069,69.48752069
Romulus,,,1.035927241,1.037427296
Rondeau,,,,12.2
Rondinella,2797.26,2479.832722,2683.375577,2784.117341
Rondo,,40,50.54112419,127.5467848
Roobernet,,,268.93,
Rosa Arica,0.6983826075,1,1,1
Rosaki,,,2.083358,2.083358
Rosciola,,2.34,1.065762292,
Rose Ciotat,,,1.935046165,0.8
Rose du Var,129.28,55.7604,54.37894427,54.37894427
Rosette,,,,0.8094
Rosina,,,1.159621949,
Rossara Trentina,28.92,7.77,6.154119855,
Rossese,232.09,311.74,163.924887,
Rossese Bianco,,7.41,5.117548804,
Rossignola,294.72,188.01,48.78200346,
Rossola Nera,102.46,86.17,28.5593539,
Rotberger,26,17.194332,11.1938237,11.13316
Roter Milan,,,0.1650000066,0.1650000066
Roter Veltliner,515.34,198.9356,197.52,200.2088483
Rotgipfler,236.84,105.23,123.26,113.07
Roublot,0.45,,,
Rouge de Fully,,,0.6457999945,0.6457999945
Rouge du Pays,,,135.6627037,161.4538
Rougeon,36.421746,42.49203,21.448358,31.1619
Roussanne,873.658986,1804.523134,2119.715687,2367.091068
Roussette d'Ayze,2.65,1.2608,0.7725800693,0.7725800693
Roussin,2.74,3.05,1.549636363,
Roviello Bianco,,1.5,0.7021740056,
Roxo Rei,,0.35,0.3480862788,0.3480862788
Roxo de Vila Flor,,0.19,0.1860986802,0.1860986802
Royal de Alloza,,29,5.57021,13
Royalty,338.317532,97.124644,93.07778,
Roz de Minis,,,6.72913431,
Rozala Bianca,,1.5235,2.0663,2.2928
Rubel Muscat,,,,11.55
Rubi,,,,3.5
Rubilande,2.62,7.717,6.755909739,6.755909739
Rubin Golodrigi,,82,82,457.8166402
Rubin Tairovsky,2,2,5.216132845,5.216132641
Rubinet,,,15,15.0407
Rubinovy Magaracha,0.1075090186,0.15364,0.15364,0.153639999
Rubintos,,18.1469,13.482,5.3908
Rubired,4152.887216,4555.550412,4849.475864,3897.126283
Ruby,6.443585225,9.22906,9.22906,9.22906023
Ruby Cabernet,7351.242662,5729.108236,5294.148827,4041.996772
Ruby Seedless,24.51,,,35.2441
Ruche,45.78,99.66,99.65201792,
Rudava,,,,0.0003000000142
Rufete,3397.36,4833.2,1858.51188,3177.883
Rufete Serrano Blanco,,,,5
Ruggine,,1.45,0.8554089673,
Rutilia,,,,0.5375
Ruzevina,,,,0.29
Ryugan,,,27.28403037,14.4
Räuschling,23.27,22.86,23.15309967,27.37019922
Réselle,,,1.087400019,1.087400019
Rózsakő,,18.5626,17.455,14.7371
Rösler,,160.43,216.852,281.8463
Rúbea,,81.34555556,181.1318514,271.6977844
Sabrevois,,9.89765,25.4855645,13.60700038
Sacy,63.4,9.688,8.347122638,8.347122638
Sagrantino,351.33,995.1513,1004.295935,1117.4158
Saint Jeannet,67.9536,55.5048,42.8,23.6798
Saint Macaire,0.52,,,
Saint-Cliche,,,0.1,0.1000000015
Saint-Pierre Dore,0.5,0.391,0.2333891866,0.2333891866
Salvador,572.2005866,393.896722,350.7289,438.2289
Samarrinho,,1.26,0.8440508717,0.8440508717
San Giuseppe Nero,347.76,191.6,82.14740878,
San Lunardo,21.75,9.55,3.738480897,
San Martino,44.21,20.56,6.148058489,
San Michele,120.19,56.74,36.75115466,
Sanforte,,0.52,0.1205792512,
Sangiovese,68841.6532,77874.88576,73474.89987,66769.40509
Sankt Laurent,2968.7536,3664.444672,3272.190874,2749.110132
Santa Maria,14.72,2.88,1.646746626,
Santarena,,739.33,724.1746967,377.511
Santoal,,9.09,4.259098432,4.259098432
Sao Mamede,,0.61,0.5119208791,0.5119208791
Saperavi,6707.068461,8125.5229,6467.929203,21512.58258
Saperavi Budeshuriseburi,,,,37
Saperavi Severny,25,350,325,347.0991126
Saphira,,,8.487000003,9.417000011
Satin Noir,,,0.04960000142,3.433327323
Sauvignac,,,2.085400045,42.22232333
Sauvignon Blanc,65462.53572,111517.9258,125158.9236,144031.016
Sauvignon Blanc (G),75.64,697.7176167,1076.131767,525.1131387
Sauvignon Kretos,,,,0.565699995
Sauvignon Nepis,,,,0.1000000015
Sauvignon Rytos,,,,1.004449518
Sauvignon Sary,,,,0.4930000156
Sauvignonasse,5452.190174,4563.194862,3860.200749,3532.422882
Sauvitage,,,,1.46260001
Savagnin Blanc,440.96,1903.398154,1528.878445,1343.729152
Savagnin Rose,883.31,884.2596,47.60347143,47.32097143
Savatiano,12746.95,9919.6,10267.65054,10336
Scheurebe,4183.92,2037.8064,1624.745421,1731.514153
Schiava,1230.67,516.64,235.9646329,
Schiava Gentile,1158.41,693.9,164.9091574,
Schiava Grigia,78.72,65.91,3.87183529,
Schiava Grossa,3787.71,3010.9,2255.281443,2089.1878
Schiava Lombarda,,0.1,701.0553915,
Schioppettino,93.28,153.81,87.24424624,5.400937317
Schuyler,,,,0.08104970833
Schönburger,37,68.06824667,35.14047956,27.52934052
Sciaglin,3.65,6.3,3.378301898,
Sciascinoso,252.81,93.5,59.37207169,
Scimiscia,,5.237,1.589436143,0.164015648
Scuppernong,,,27.213962,4.956400001
Seara Nova,1213.26,681.29,471,516.594
Seducha,,,,0.17
Segalin,53.91,64.7201,60.98600274,53.1923
Seibel,1968.774,590.2317944,482.4898457,719.3388746
Seibel White,37.05,0.1062,0.06507614479,0.06507614479
Seinoir,14.64,86.9992,49.53349477,49.53349477
Select,7.58,7.0059,7.239979233,34.75879834
Selma Blanca,,,,1
Semebat,2.24,1.6703,1.422144055,1.422144055
Semidano,48.33,36.43,33.63186796,
Semillon,,,,1.1
Sennen,,10.13,2.261781588,
Septimer,,,1,1
Serbia,,,,1.96
Sercial,305.71,105.8,85.2868291,85.2868291
Sercialinho,,8.71,4.081050313,4.081050313
Serena,,,,0.141199999
Serina e Zezë,,,,150
Serna,18.6191,36.1021,,77.5545
Servanin,0.27,,,
Servant,98.22,129.0093,137.9878596,124.9178596
Sevar,,,,0.003500000108
Sevilhao,,14.03,14.29679181,14.29679181
Seyval Blanc,388.66885,568.088364,2699.02462,2655.397862
Seyval Noir,,,75.56873479,107.1531048
Seyve Villard 23-512,,28.58974,,
Sgavetta,60.65,46.74,26.18275537,
Shavkapito,,,,109
Sheridan,500,500,500,376.4943
Shesh i Bardhë,,,,1352
Shesh i Zi,,,,2720
Shinano Riesling,,,,2
Shine Muscat,,,,88.9
Shiroka Melnishka,3804.048,1580,1204.843717,
Sibera,,,,1.694489988
Sicilien,,4.7655,4.647435437,4.647435437
Siegerrebe,168,130.53036,101.8223102,107.7664281
Siegfriedrebe,,,1.7401498,1.744196716
Silcher,8,,1,1
Silvana Rot,,,,0.3
Silvaner,11100.879,7392.813021,6066.008547,6249.243947
Silvaner (R),2,38,25,25
Silvaner Rot,,,,0.7
Siramé,,,0.3351999968,1.360799984
Sirio,22.71,13.74,5.240110629,
Sirius,2,,,0.4674966896
Sirmium,,,,0.28
Siroka Melniska,,,,1184
Slankamenka,,30.59,23,18.78
Smederevka,,,,0.02
Smudna Belina,,,,0.01
Soić Crni,,,,5.35
Solaris,,80.11,118.3557998,747.2659556
Solira,,,,0.6369999796
Somerset Seedless,,,1.4,2.814099976
Somszoekoe Kék,,,0.048,0.1485
Soperga,31.83,22.49,16.5668773,
Soreli,,,0.07649999857,14.88100157
Souvignier Gris,,,2.991300024,229.2791012
Sovereign Coronation,,,0.8847981877,1.084798191
Sovereign Opal,,2.834008,3.035145,5.02215326
Spergola,,110.06,114.7724769,
Spourtiko,,,,12.5
Sremska Zelenika,,0.3881,0.095,0.585
Srpski Rubin,,,,0.03
St Croix,,24.837808,44.50552552,27.08810038
